Special tokens have been added in the vocabulary, make sure the associated word embeddings are fine-tuned or trained.
/home/jsamper/anaconda3/envs/myenv/lib/python3.12/site-packages/transformers/models/beit/feature_extraction_beit.py:28: FutureWarning: The class BeitFeatureExtractor is deprecated and will be removed in version 5 of Transformers. Please use BeitImageProcessor instead.
  warnings.warn(
/home/jsamper/anaconda3/envs/myenv/lib/python3.12/site-packages/transformers/models/beit/image_processing_beit.py:110: FutureWarning: The `reduce_labels` parameter is deprecated and will be removed in a future version. Please use `do_reduce_labels` instead.
  warnings.warn(
Special tokens have been added in the vocabulary, make sure the associated word embeddings are fine-tuned or trained.
Special tokens have been added in the vocabulary, make sure the associated word embeddings are fine-tuned or trained.
epoch: 0
/home/jsamper/anaconda3/envs/myenv/lib/python3.12/site-packages/transformers/tokenization_utils_base.py:2619: FutureWarning: The `pad_to_max_length` argument is deprecated and will be removed in a future version, use `padding=True` or `padding='longest'` to pad to the longest sequence in the batch, or use `padding='max_length'` to pad to a max length. In this case, you can give a specific length with `max_length` (e.g. `max_length=45`) or leave max_length to None to pad to the maximal input size of the model (e.g. 512 for Bert).
  warnings.warn(
It looks like you are trying to rescale already rescaled images. If the input images have pixel values between 0 and 1, set `do_rescale=False` to avoid rescaling them again.
tensor(4.4115, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3460, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9209, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.1639, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0181, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3674, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3053, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2739, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2629, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5824, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1474, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6973, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8156, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.7636, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3458, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.2318, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4402, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8404, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.6425, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5897, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4849, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1392, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7745, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5797, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4898, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0346, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0829, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.8615, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0263, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5300, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5235, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6768, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1469, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.8572, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.0918, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7041, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5136, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2698, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.2957, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4523, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9626, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.7027, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8012, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8788, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1251, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4553, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5080, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3543, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9025, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2150, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.6318, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9888, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3273, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1967, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9788, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4362, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1020, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8087, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5384, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4525, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5171, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8727, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2162, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9479, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8044, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3986, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.7725, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4280, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.6755, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6930, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6993, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.2002, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8566, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.8973, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3208, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2808, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5507, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.6035, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.7737, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6119, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4220, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7207, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0932, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9910, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1628, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4835, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.2248, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1129, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.5134, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5878, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7646, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1697, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4243, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.3280, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.0432, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5014, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.9751, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3351, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3778, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.9014, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3799, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0431, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.6599, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4727, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9787, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5274, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.0581, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0956, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0246, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.3771, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.7206, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.5650, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.8583, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0284, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0902, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4450, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.9558, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9374, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.7773, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8618, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.7019, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4239, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.7724, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3825, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9195, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7786, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4417, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8178, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1650, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2481, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.6289, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.3726, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.8490, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(7.1584, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.8145, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2898, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.0248, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2700, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.9916, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7149, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4252, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1861, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4689, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3043, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1837, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6853, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3272, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4347, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3426, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8789, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2632, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6163, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6126, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7773, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3750, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2607, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6850, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8086, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9471, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.9042, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8955, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9207, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6592, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.8311, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.7763, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.0532, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9093, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7458, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2664, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0170, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9898, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2233, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1358, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0898, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9062, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4769, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4371, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7985, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2216, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0107, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9749, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1809, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3241, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.7670, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.3314, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.1716, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8637, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0020, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5265, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3744, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0618, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2176, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.3667, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1471, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6507, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7116, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2667, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7429, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9136, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0397, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8980, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3482, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.2320, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6142, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9630, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0017, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8502, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.6366, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4389, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0238, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4740, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5867, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.0855, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4358, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8362, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9319, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9883, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4490, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0959, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6697, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(0.8708, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3163, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.9589, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.4586, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.0752, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1316, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8786, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5939, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6111, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4115, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.7517, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6112, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9202, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4421, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.3671, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0868, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2524, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8605, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2675, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.8907, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5852, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9734, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5696, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2231, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0527, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4443, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4570, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4687, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2382, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.9893, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7027, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6480, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1318, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0137, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.6505, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4004, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1804, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3486, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.9540, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.2950, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4718, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.2876, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7648, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.9652, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8391, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6484, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5356, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.2805, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0338, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.8649, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0677, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8937, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0449, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9242, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7721, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.5080, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6959, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1320, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0964, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5241, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4300, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5879, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5077, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.5887, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1792, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1847, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4364, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2109, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.8149, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1090, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6288, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3558, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.2270, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9427, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2359, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0809, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4262, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9544, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9909, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9725, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6113, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3744, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1961, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5331, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6871, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2552, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6305, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4558, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.1526, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.7766, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1518, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8105, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8063, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9383, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3712, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0103, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.1909, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.7465, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4361, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9990, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0574, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.3124, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.3524, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3243, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6982, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0479, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3497, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5254, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0168, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.9611, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.7578, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0365, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1818, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5491, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.6617, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5191, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2783, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4502, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8588, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5683, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5401, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2796, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0599, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7243, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0981, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7092, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1732, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0575, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5106, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.1491, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.1192, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2635, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8706, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1696, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5440, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5084, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8616, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2974, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1368, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8836, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0877, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.9645, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6713, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8011, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8841, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4021, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2243, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8101, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3622, device='cuda:0', grad_fn=<NllLossBackward0>)
